"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"2832","Medina County Career Center","Medina","OH","Rural","Public",NA,0,1,0.7599999905,0.0900000036,0.3700000048,96.3199996948,1.6900000572,0.9700000286,0.6100000143,0.7288135593,NA,NA,NA,NA,NA,NA,22600,NA,NA,25300,24400,NA,NA,NA,NA
"2833","Mercy College of Ohio","Toledo","OH","City","Private",23013,0.9399999976,0.5699999928,0.8500000238,0.4199999869,0.2599999905,87.3600006104,8.5399999619,3.6099998951,0.8199999928,0.458041958,0.1573426573,0.1317016317,0.1445221445,0.1083916084,NA,206.795112506156,43100,42400,44700,46100,45200,42100,48900,NA,NA
"2834","Methodist Theological School in Ohio","Delaware","OH","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","Miami University-Hamilton","Hamilton","OH","Suburb","Public",14042,0.9399999976,0.4099999964,0.5699999928,0.8399999738,0.0599999987,89.4700012207,6.7699999809,1.7200000286,1.7200000286,0.2617075232,0.1112426036,0.1196956889,0.1658495351,0.3415046492,NA,255.908951726368,38000,42500,46200,49400,53000,35800,40700,46700,61100
"2836","Miami University-Middletown","Middletown","OH","Suburb","Public",14849,0.9399999976,0.4099999964,0.5699999928,0.8399999738,0.0599999987,89.4700012207,6.7699999809,1.7200000286,1.7200000286,0.2617075232,0.1112426036,0.1196956889,0.1658495351,0.3415046492,NA,255.908951726368,38000,42500,46200,49400,53000,35800,40700,46700,61100
"2837","Miami University-Oxford","Oxford","OH","Town","Public",29423,0.9399999976,0.4099999964,0.5699999928,0.8399999738,0.0599999987,89.4700012207,6.7699999809,1.7200000286,1.7200000286,0.2617075232,0.1112426036,0.1196956889,0.1658495351,0.3415046492,NA,255.908951726368,38000,42500,46200,49400,53000,35800,40700,46700,61100
"2838","Miami-Jacobs Career College-Dayton","Dayton","OH","City","Private",28402,0.9200000167,0.8899999857,0.8399999738,0.150000006,0.2300000042,68.0500030518,28.6000003815,1.2300000191,0.9200000167,0.8063876652,0.0927312775,0.059030837,0.0297356828,0.0121145374,NA,249.880874196814,20700,22000,23600,35000,36600,20200,23000,25300,45200
"2839","Moler Hollywood Beauty Academy","Cincinnati","OH","City","Private",NA,0.3799999952,1,0.9499999881,0.1800000072,0.1199999973,46.8300018311,48.9799995422,1.5700000525,1.3899999857,NA,NA,NA,NA,NA,NA,NA,11700,NA,NA,15000,15800,NA,NA,NA,NA
"2840","Miami Valley Career Technology Center","Clayton","OH","Rural","Public",NA,0.6999999881,0.75,0.8000000119,0.1599999964,0.3899999857,78.0999984741,19.0499992371,1.0199999809,0.7900000215,0.6501182033,0.146572104,0.1016548463,0.0685579196,0.0330969267,NA,87.2261784550967,33200,35000,32600,37900,36700,NA,NA,NA,NA
"2841","Mount Carmel College of Nursing","Columbus","OH","City","Private",19506,0.9599999785,0.3899999857,0.8799999952,0.6000000238,0.1700000018,85.4400024414,9.8100004196,1.7699999809,2.0799999237,0.2988235294,0.1717647059,0.1811764706,0.1858823529,0.1623529412,NA,211.96499031881,51400,53100,53900,55600,56600,NA,NA,NA,NA
"2842","University of Mount Union","Alliance","OH","Town","Private",39281,0.9700000286,0.4300000072,0.5,0.9599999785,0.0099999998,92.6100006104,4.6799998283,1.6599999666,0.8700000048,0.1818181818,0.1218568665,0.1885880077,0.2543520309,0.253384913,NA,279.173401883311,34500,39600,42400,42500,44600,31100,37300,40900,49100
"2843","Mount Vernon Nazarene University","Mount Vernon","OH","Town","Private",36044,0.9700000286,0.4600000083,0.6100000143,0.5699999928,0.2599999905,92.2399978638,4.8699998856,1.3700000048,0.9499999881,0.2805383023,0.1770186335,0.2080745342,0.1997929607,0.1345755694,NA,274.375755273168,39200,40200,41800,42400,44900,35300,44800,39500,52500
"2844","College of Mount St Joseph","Cincinnati","OH","Suburb","Private",33599,0.9700000286,0.4900000095,0.6299999952,0.6999999881,0.0799999982,85.7300033569,11.3500003815,1.0800000429,1.1799999475,0.3209549072,0.1472148541,0.1564986737,0.1949602122,0.1803713528,NA,289.513157508618,32900,38800,39600,41100,42800,32500,33500,39900,48300
"2845","Zane State College","Zanesville","OH","Town","Public",12405,0.75,0.8199999928,0.6600000262,0.4399999976,0.2199999988,94.8199996948,3.1300001144,0.5500000119,0.2800000012,0.5574548908,0.1557454891,0.1519468186,0.081671415,0.0531813865,NA,109.87024327452,25800,25900,27200,28000,30400,22600,31200,25800,37900
"2846","Muskingum University","New Concord","OH","Town","Private",36381,0.9700000286,0.4900000095,0.4900000095,0.8899999857,0.0599999987,92.5199966431,4.7800002098,1.2599999905,0.8799999952,0.3195652174,0.1630434783,0.1956521739,0.1847826087,0.1369565217,NA,279.173401883311,30500,32700,35600,39500,41700,26100,34100,37900,45000
"2847","Brown Mackie College-North Canton","Canton","OH","Suburb","Private",23743,0.9200000167,0.8799999952,0.7699999809,0.1700000018,0.25,84.7600021362,12.1599998474,1.0199999809,0.4199999869,0.7571818235,0.120712669,0.0670303523,0.0338924032,0.021182752,NA,229.418497814329,26800,29200,30500,29900,29100,24400,29900,24500,34200
"2848","National Beauty College","Canton","OH","City","Private",NA,0.1599999964,1,0.9800000191,0.4099999964,0.1599999964,93.0400009155,4.7800002098,0.9300000072,0.5199999809,0.7012987013,0.1428571429,NA,NA,NA,NA,134.127309971492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","North Central State College","Mansfield","OH","Rural","Public",8384,0.6399999857,0.7900000215,0.6800000072,0.4300000072,0.2700000107,92.0100021362,5.6199998856,1.2899999619,0.4799999893,0.550617284,0.1588477366,0.1456790123,0.1053497942,0.0395061728,NA,100.812617346751,25700,27200,28400,28400,29400,23200,30300,27100,34600
"2850","Northern Institute of Cosmetology","Lorain","OH","Suburb","Private",NA,0,1,0.9499999881,0.2700000107,0.1199999973,74.9000015259,14.5,14.3599996567,0.3700000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","Northwest State Community College","Archbold","OH","Rural","Public",12613,0.7900000215,0.7300000191,0.6600000262,0.4099999964,0.2700000107,94.5699996948,1.2100000381,5.1900000572,0.4499999881,0.5066666667,0.1635555556,0.1662222222,0.1208888889,0.0426666667,NA,98.6619481766872,26400,28700,29700,31600,32400,23700,31400,28400,40200
"2852","Toledo Public Schools Adult and Continuing Education","Toledo","OH","City","Public",NA,0.7099999785,0.8299999833,0.75,0.1000000015,0.2700000107,69.4800033569,25.1700000763,4.3000001907,1.1200000048,0.8452380952,0.0952380952,NA,NA,NA,NA,98.2276784404242,34200,34400,34400,34600,35700,NA,NA,NA,NA
"2853","Notre Dame College","Cleveland","OH","Suburb","Private",38167,0.9900000095,0.3899999857,0.6499999762,0.4900000095,0.2099999934,73.0999984741,22.8600006104,2.0699999332,1.5399999619,0.3611615245,0.1887477314,0.1479128857,0.1524500907,0.1497277677,NA,279.173401883311,33400,37200,40000,42500,43200,32500,34800,42300,46200
"2854","Northeast Ohio Medical University","Rootstown","OH","Suburb","Public",NA,1,0,0.4900000095,0.1400000006,0.0599999987,89.1399993896,6.7300000191,2.4900000095,1.5700000525,NA,NA,NA,NA,NA,NA,NA,100500,NA,NA,NA,NA,NA,NA,NA,NA
"2855","University of Northwestern Ohio","Lima","OH","City","Private",21204,0.9200000167,0.5299999714,0.200000003,0.8199999928,0.0599999987,92.5400009155,4.4200000763,1.9400000572,0.7200000286,0.3742085971,0.1612795735,0.1759413529,0.1796067977,0.1089636788,NA,221.255260748149,32400,33700,35500,35500,37000,24100,33800,28000,39700
"2856","Oberlin College","Oberlin","OH","Town","Private",64396,0.9900000095,0.2800000012,0.5600000024,0.9900000095,0,79.7600021362,9.1700000763,7.6900000572,4.8400001526,0.1202531646,0.0901898734,0.1155063291,0.1471518987,0.5268987342,NA,274.820364765056,29000,31700,36700,42000,45600,27600,30700,41600,50400
"2857","Ohio College of Massotherapy Inc","Akron","OH","Suburb","Private",23315,0.9300000072,0.6100000143,0.8199999928,0.3300000131,0.25,88.4199981689,8.6099996567,1.2300000191,1.0900000334,0.52,0.26,NA,NA,NA,NA,NA,23400,23600,24800,31400,30000,NA,NA,NA,NA
"2858","Ohio Technical College","Cleveland","OH","City","Private",NA,0.9700000286,0.5799999833,0.0399999991,0.75,0.0599999987,77,18.0400009155,3.6099998951,1.5099999905,0.4955752212,0.145280236,0.1297935103,0.1371681416,0.0921828909,NA,134.416823129001,31600,33000,34700,34600,35900,NA,NA,NA,NA
"2859","Ohio Dominican University","Columbus","OH","City","Private",42798,0.9700000286,0.5299999714,0.5899999738,0.5600000024,0.1599999964,80.6699981689,14.3500003815,2.0699999332,2,0.3300561798,0.154494382,0.1601123596,0.1811797753,0.1741573034,NA,301.14538258709,35400,37500,39100,41400,42600,34300,36700,38800,51300
"2860","Kaplan College-Dayton","Dayton","OH","Suburb","Private",NA,0.8999999762,0.8700000048,0.8199999928,0.2599999905,0.1700000018,61.9199981689,32.8300018311,4.9299998283,1.1599999666,0.7910447761,0.1130063966,0.0426439232,NA,NA,NA,98.2276784404242,17800,20500,21700,24400,25900,17400,19400,23700,31000
"2861","Ohio Northern University","Ada","OH","Town","Private",42680,0.9900000095,0.3300000131,0.4799999893,0.9599999785,0.0199999996,92.4000015259,4.4400000572,1.8300000429,1.1000000238,0.1463168517,0.1059535822,0.1927346115,0.2613521695,0.2936427851,NA,279.173401883311,57000,68300,69500,66700,66100,57600,56500,66100,66200
"2862","Ohio State University Agricultural Technical Institute","Wooster","OH","Town","Public",21013,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2863","Ohio State University-Lima Campus","Lima","OH","Rural","Public",15241,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2864","Ohio State University-Mansfield Campus","Mansfield","OH","Rural","Public",19429,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2865","Ohio State University-Marion Campus","Marion","OH","Town","Public",14988,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2866","Ohio State University-Newark Campus","Newark","OH","Suburb","Public",18552,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2867","Ohio State Beauty Academy","Lima","OH","Suburb","Private",NA,0.8700000048,0.75,0.9700000286,0.4300000072,0.200000003,92.0999984741,5.0999999046,1.9700000286,0.5099999905,0.4880952381,0.130952381,0.1369047619,0.1488095238,0.0952380952,NA,98.2276784404242,14600,18000,17900,18200,17400,NA,NA,NA,NA
"2868","Ohio State College of Barber Styling","Columbus","OH","Suburb","Private",NA,0.8899999857,0.9900000095,0.0900000036,0.2099999934,0.200000003,63.4000015259,30.9400005341,2.3399999142,1.7000000477,0.8623853211,0.0917431193,NA,NA,NA,NA,108.567434065732,15300,16300,18300,NA,NA,NA,NA,NA,NA
"2869","The Spa School","Columbus","OH","City","Private",NA,0.8100000024,0.5400000215,0.9900000095,0.3199999928,0.3000000119,85.25,9.6000003815,1.6399999857,2.5299999714,0.5731707317,0.1707317073,0.1036585366,0.0609756098,0.0914634146,NA,81.8495055299366,23500,27400,26100,28700,29200,NA,NA,NA,NA
"2870","Ohio State School of Cosmetology-Canal Winchester","CANAL WINCHESTER","OH","Suburb","Private",NA,0.3899999857,0.7900000215,0.9700000286,0.4399999976,0.150000006,72.8899993896,22.2399997711,1.75,1.6200000048,0.5424836601,0.1568627451,0.137254902,NA,NA,NA,97.4935557910274,16500,22200,22100,NA,NA,NA,NA,NA,NA
"2871","Ohio State University-Main Campus","Columbus","OH","City","Public",25306,0.9300000072,0.5,0.5099999905,0.8199999928,0.0500000007,87.6699981689,8.0500001907,2.1800000668,1.7799999714,0.2800833581,0.1306936588,0.1454599583,0.1774933016,0.2662697231,NA,222.304745944118,37500,40800,43800,46400,48600,33800,41000,42900,54300
"2872","Ohio University-Eastern Campus","Saint Clairsville","OH","Rural","Public",11586,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2873","Ohio University-Chillicothe Campus","Chillicothe","OH","Town","Public",13526,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2874","Ohio University-Southern Campus","Ironton","OH","Suburb","Public",13770,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2875","Ohio University-Lancaster Campus","Lancaster","OH","Rural","Public",12744,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2876","Ohio University-Main Campus","Athens","OH","Town","Public",25483,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2877","Ohio University-Zanesville Campus","Zanesville","OH","Town","Public",12799,0.9300000072,0.5299999714,0.5799999833,0.7799999714,0.1000000015,91.8700027466,5.1300001144,1.2100000381,1.1299999952,0.2872431507,0.140696347,0.185216895,0.1877140411,0.1991295662,NA,211.96499031881,32600,36400,38900,41800,43900,30500,35100,39800,49700
"2878","Ohio Valley College of Technology","East Liverpool","OH","Town","Private",17899,0.8199999928,0.8799999952,0.8500000238,0.3100000024,0.3300000131,95.5299987793,2.7999999523,0.9499999881,0.2800000012,0.616,0.18,0.108,NA,NA,NA,116.529045897219,20000,21000,21100,21100,20900,NA,NA,NA,NA
"2879","Trinity Health System School of Nursing","Steubenville","OH","City","Private",16340,0.8299999833,0.6499999762,0.8600000143,0.3199999928,0.400000006,94.2699966431,4.0700001717,0.6000000238,0.2899999917,0.52,0.1466666667,0.1733333333,NA,NA,NA,157.681273285944,40800,45200,44500,45700,42200,NA,NA,NA,NA
"2880","Ohio Wesleyan University","Delaware","OH","Suburb","Private",57422,0.9900000095,0.349999994,0.4900000095,0.9800000191,0,86.4800033569,7.9800000191,3.3599998951,2.4400000572,0.2012288786,0.1259600614,0.1643625192,0.1935483871,0.3149001536,NA,279.173401883311,30300,37800,40300,44400,46900,27700,32400,41100,54000
"2881","Otterbein University","Westerville","OH","Suburb","Private",43880,0.9800000191,0.400000006,0.6399999857,0.8399999738,0.0599999987,88.5699996948,7.2800002098,1.9600000381,1.6900000572,0.2304015296,0.1166347992,0.1596558317,0.2045889101,0.2887189293,NA,279.173401883311,34600,37600,39600,42700,45600,34400,35000,42800,49800
"2882","Owens Community College","Perrysburg","OH","Suburb","Public",10018,0.7799999714,0.7599999905,0.6200000048,0.4499999881,0.1800000072,82.4499969482,12.6400003433,4.4499998093,0.9399999976,0.5838885524,0.1498081971,0.1142741773,0.0975166566,0.0545124167,NA,174.317940087064,27100,29100,30400,30400,32100,24500,30900,28900,37200
"2883","Paramount Beauty Academy","Portsmouth","OH","Town","Private",NA,0.7300000191,0.7900000215,0.9300000072,0.25,0.3700000048,95.8799972534,1.8899999857,0.5799999833,0.2099999934,0.87,NA,NA,NA,NA,NA,206.795112506156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","Cuyahoga Valley Career Center","Brecksville","OH","Suburb","Public",NA,0.8399999738,0.6299999952,0.9100000262,0.1099999994,0.4399999976,85.9499969482,9.5900001526,2.9600000381,1.6399999857,0.640776699,NA,0.1165048544,NA,NA,NA,98.2276784404242,32800,40500,40900,NA,NA,NA,NA,NA,NA
"2885","Payne Theological Seminary","Wilberforce","OH","Rural","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","Pontifical College Josephinum","Columbus","OH","City","Private",37638,0.8399999738,0.4699999988,0,0.7400000095,0,92.1200027466,2.7200000286,12.3199996948,0.7300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","Professional Skills Institute","Maumee","OH","Suburb","Private",33168,0.9499999881,0.8299999833,0.9300000072,0.1599999964,0.2800000012,71.3399963379,23.2800006866,4.4400000572,1.0800000429,0.6978417266,0.1342925659,0.0647482014,0.0503597122,0.0527577938,NA,206.795112506156,27100,27000,28600,31300,31100,NA,NA,25700,43700
"2888","Firelands Regional Medical Center School of Nursing","Sandusky","OH","Town","Private",NA,0.9599999785,0.5199999809,0.8999999762,0.400000006,0.2800000012,92.5999984741,4.4299998283,2.9500000477,0.4099999964,0.3375,NA,0.2,0.2,NA,NA,192.99153874637,42700,47300,45500,47500,48800,NA,NA,NA,NA
"2889","Rabbinical College Telshe","Wickliffe","OH","Suburb","Private",18871,0,1,0,0.9399999976,0,64.3600006104,25.0100002289,6.3299999237,5.0399999619,NA,NA,0.4761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","Raphael's School of Beauty Culture Inc-Niles","Niles","OH","Suburb","Private",NA,0.6399999857,0.7599999905,0.9499999881,0.349999994,0.2700000107,90.4599990845,6.9899997711,1.4600000381,0.7599999905,0.8,0.092,0.06,NA,NA,NA,85.3029839087894,16300,14100,14200,NA,NA,NA,NA,NA,NA
"2891","Fortis College-Centerville","Centerville","OH","Suburb","Private",31782,0.9300000072,0.7300000191,0.6399999857,0.1899999976,0.3600000143,82.25,14.3500003815,1.2200000286,1.2200000286,0.7742841101,0.1268950028,0.0561482313,0.0336889388,0.008983717,NA,242.694744037225,31700,31400,31500,28100,28600,33100,29500,22200,33900
"2892","University of Rio Grande","Rio Grande","OH","Rural","Private",34212,0.8399999738,0.7300000191,0.6000000238,0.6000000238,0.200000003,94.7600021362,3.2400000095,0.7699999809,0.3700000048,0.5304101839,0.1626591231,0.14427157,0.103960396,0.058698727,NA,211.96499031881,30100,32900,33600,32800,34400,27900,32800,31500,38700
"2893","Advertising Art Educational Services DBA School of Advertising Art","Kettering","OH","Suburb","Private",40892,0.9800000191,0.5099999905,0.4600000083,0.9200000167,0.0099999998,90.6900024414,6.7199997902,1.3999999762,0.6200000048,0.2415730337,0.1629213483,0.1629213483,0.2584269663,0.1741573034,NA,124.077067503693,26200,30900,30400,31400,30200,NA,NA,NA,NA
"2894","Shawnee State University","Portsmouth","OH","Town","Public",18999,0.8700000048,0.75,0.6000000238,0.6800000072,0.1400000006,94.4899978638,3.1700000763,0.8000000119,0.3700000048,0.4681440443,0.1366574331,0.1523545706,0.1458910434,0.0969529086,NA,245.181455265111,27500,31300,32600,34900,35200,26100,29100,31200,40500
"2895","Sinclair Community College","Dayton","OH","City","Public",8880,0.5099999905,0.8500000238,0.6100000143,0.3799999952,0.1899999976,77.5400009155,18.9899997711,1.3099999428,1.1599999666,0.6032858708,0.1518072289,0.1242059146,0.0771084337,0.043592552,NA,121.492128597366,25200,27400,28200,30200,30700,23200,28000,27700,35500
"2896","Gallipolis Career College","Gallipolis","OH","Town","Private",19050,0.8000000119,0.9700000286,0.7599999905,0.1400000006,0.4099999964,96.4000015259,1.8200000525,0.6299999952,0.2899999917,NA,NA,NA,NA,NA,NA,286.928218602291,14900,16800,17500,17500,17600,NA,NA,NA,NA
"2897","Daymar College-New Boston","New Boston","OH","Town","Private",28565,0.9200000167,0.8600000143,0.7900000215,0.200000003,0.3899999857,94.8799972534,3.0599999428,0.6299999952,0.3100000024,0.7848837209,0.1220930233,NA,NA,NA,NA,215.739001122047,21200,19400,21200,22600,24200,NA,NA,NA,NA
"2898","Daymar College-Jackson","Jackson","OH","Town","Private",28565,0.9200000167,0.8600000143,0.7900000215,0.200000003,0.3899999857,94.8799972534,3.0599999428,0.6299999952,0.3100000024,0.7848837209,0.1220930233,NA,NA,NA,NA,215.739001122047,21200,19400,21200,22600,24200,NA,NA,NA,NA
"2899","Daymar College-Lancaster","Lancaster","OH","Rural","Private",26444,0.9200000167,0.8600000143,0.7900000215,0.200000003,0.3899999857,94.8799972534,3.0599999428,0.6299999952,0.3100000024,0.7848837209,0.1220930233,NA,NA,NA,NA,215.739001122047,21200,19400,21200,22600,24200,NA,NA,NA,NA
"2900","Daymar College-Chillicothe","Chillicothe","OH","Town","Private",28565,0.9200000167,0.8600000143,0.7900000215,0.200000003,0.3899999857,94.8799972534,3.0599999428,0.6299999952,0.3100000024,0.7848837209,0.1220930233,NA,NA,NA,NA,215.739001122047,21200,19400,21200,22600,24200,NA,NA,NA,NA
"2901","Brown Mackie College-Cincinnati","Cincinnati","OH","Suburb","Private",24203,0.9100000262,0.8600000143,0.7900000215,0.2099999934,0.2300000042,71.8199996948,22.8700008392,5.7699999809,1.3899999857,0.7571818235,0.120712669,0.0670303523,0.0338924032,0.021182752,NA,229.418497814329,26800,23700,30500,26500,29100,24400,29900,24500,34200
"2902","Brown Mackie College-Akron","Akron","OH","City","Private",22754,0.9100000262,0.8600000143,0.7900000215,0.2099999934,0.2300000042,71.8199996948,22.8700008392,5.7699999809,1.3899999857,0.7571818235,0.120712669,0.0670303523,0.0338924032,0.021182752,NA,229.418497814329,26800,23700,30500,26500,29100,24400,29900,24500,34200
"2903","Stark State College","North Canton","OH","Suburb","Public",10552,0.8299999833,0.7200000286,0.6200000048,0.4099999964,0.2099999934,88.0400009155,9.2899999619,0.9399999976,0.5899999738,0.6461566888,0.1339615669,0.1116038433,0.0764966741,0.0317812269,NA,194.640729768607,28800,31100,32200,33500,34200,25700,32800,31300,39400
"2904","Stautzenberger College-Maumee","Maumee","OH","Suburb","Private",20236,0.9200000167,0.7699999809,0.8500000238,0.2300000042,0.2199999988,80.4100036621,14.5699996948,4.3000001907,1.0599999428,0.7050037341,0.1150112024,0.0896191187,0.0627333831,0.0276325616,NA,214.487890691385,22700,25200,26500,32100,33300,21700,28200,25100,42600
"2905","Franciscan University of Steubenville","Steubenville","OH","City","Private",34928,0.9800000191,0.4399999976,0.5899999738,0.8999999762,0.0299999993,87.4800033569,5.5900001526,5.8299999237,2.2100000381,0.1319857313,0.0986920333,0.1557669441,0.2164090369,0.3971462545,NA,227.474623756771,32600,34300,35700,36500,39700,29500,36800,34400,46500
"2906","Southern State Community College","Hillsboro","OH","Town","Public",10561,0.7300000191,0.8199999928,0.7300000191,0.400000006,0.3000000119,96.5100021362,1.6799999475,0.7400000095,0.3199999928,0.5927903872,0.1542056075,0.1421895861,0.082777036,0.0280373832,NA,127.902777085057,24300,27800,28600,28800,29800,22200,29100,28100,34100
"2907","Terra State Community College","Fremont","OH","Rural","Public",10173,0.6999999881,0.7599999905,0.6200000048,0.4399999976,0.2300000042,92.8399963379,3.0499999523,5.0999999046,0.3400000036,0.5493387589,0.1943031536,0.1312309257,0.0946083418,0.0305188199,NA,189.088280997816,26400,28300,29800,30000,31900,22200,32300,25800,38000
"2908","Tiffin Academy of Hair Design","Tiffin","OH","Town","Private",NA,0.8199999928,0.5699999928,0.9499999881,0.6499999762,0.1099999994,94.5199966431,2.2899999619,3.4100000858,0.4499999881,0.612244898,NA,NA,NA,NA,NA,90.1419895414335,18100,17700,18200,19400,18000,NA,NA,NA,NA
"2909","Tiffin University","Tiffin","OH","Town","Private",33349,0.9599999785,0.5099999905,0.5199999809,0.6299999952,0.1599999964,86.7699966431,9.4399995804,2.9000000954,0.9499999881,0.3951367781,0.1550151976,0.146656535,0.1671732523,0.1360182371,NA,270.043397666164,36400,36600,37100,41000,42700,34300,38300,36200,49100
"2910","University of Toledo","Toledo","OH","City","Public",22057,0.9499999881,0.5400000215,0.5,0.7900000215,0.0599999987,83.0500030518,12.779999733,2.9900000095,1.1699999571,0.346119403,0.1564179104,0.1585074627,0.1729850746,0.1659701493,NA,242.984257194733,36600,41100,43600,43800,45900,33500,39100,40600,51100
"2911","Tri-State Bible College","South Point","OH","Suburb","Private",NA,0.1000000015,1,0.1000000015,0.3000000119,0.5,96.5800018311,1.75,0.5199999809,0.4099999964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","Tri-County Adult Career Center","Nelsonville","OH","Rural","Public",NA,0,1,0.9599999785,0.0900000036,0.4199999869,96.0299987793,1.4700000286,0.7599999905,0.7099999785,0.8358208955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","Tri-Rivers Career Center","Marion","OH","Town","Public",NA,0.6700000167,0.9300000072,0.8299999833,0.0599999987,0.400000006,91.9499969482,5.7300000191,1.0900000334,0.5699999928,0.5324675325,0.2012987013,0.1493506494,NA,NA,NA,78.0806646045119,36800,33800,34900,32600,NA,NA,NA,NA,NA
"2914","Trinity Lutheran Seminary","Columbus","OH","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","Trumbull Business College","Warren","OH","Suburb","Private",28277,0.6600000262,0.9300000072,0.8299999833,0.200000003,0.2300000042,79.7900009155,17.4200000763,1.7599999905,0.4699999988,0.8294117647,0.0882352941,NA,NA,NA,NA,253.758282556304,19000,20100,20900,22500,22300,NA,NA,NA,NA
"2916","Union Institute & University","Cincinnati","OH","City","Private",NA,0.9700000286,0.5,0.6499999762,0.0299999993,0.4799999893,65.6399993896,18.7199993134,19.5,3.8399999142,0.3709497207,0.1620111732,0.1452513966,0.1463687151,0.1754189944,NA,191.233780290068,55600,53700,52800,50700,50000,36000,86300,38200,72800
"2917","United Theological Seminary","Dayton","OH","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
